vehID30016,35
vehID40021,98
vehID10004,137
vehID30007,33
vehID40026,97
vehID10003,129
vehID20001,60
vehID30021,40
vehID40028,93
vehID10007,130
vehID30011,41
vehID40032,93
vehID10002,125
vehID30026,37
vehID40007,92
vehID20002,54
vehID10006,128
vehID40018,89
vehID30004,38
vehID20003,53
vehID10009,122
vehID40011,88
vehID30024,36
vehID40024,85
vehID10008,120
vehID20004,44
vehID30008,163
vehID40030,84
vehID10010,118
vehID30020,158
vehID40015,82
vehID10005,117
vehID30009,159
vehID40023,80
vehID10014,116
vehID30027,155
vehID40027,78
vehID10017,115
vehID30015,150
vehID40008,71
vehID10018,112
vehID20006,38
vehID30025,143
vehID40014,72
vehID10012,111
vehID30005,144
vehID40019,70
vehID10015,109
vehID20005,35
vehID30006,144
vehID40013,66
vehID10019,108
vehID30002,145
vehID40005,65
vehID10011,107
vehID30014,142
vehID40033,63
vehID10013,103
vehID30010,134
vehID40004,66
vehID10016,102
vehID30003,137
vehID20008,32
vehID40009,55
vehID10020,96
vehID30017,131
vehID30023,131
vehID40016,55
vehID10026,95
vehID20007,160
vehID30001,127
vehID40017,51
vehID10027,95
vehID30013,128
vehID40025,51
vehID10022,94
vehID30019,125
vehID20009,155
vehID40031,49
vehID10021,91
vehID30022,127
vehID40003,52
vehID10025,94
vehID40012,55
vehID20010,150
vehID30018,121
vehID40022,45
vehID10024,88
vehID30012,117
vehID40006,51
vehID10023,86
vehID20012,147
vehID30030,119
vehID40001,39
vehID10034,88
vehID30043,114
vehID40020,37
vehID20011,145
vehID10031,82
vehID30038,115
vehID40029,39
vehID10035,84
vehID30050,107
vehID40010,34
vehID10033,77
vehID30034,107
vehID40002,34
vehID10028,79
vehID20014,132
vehID30036,106
vehID40040,163
vehID10032,71
vehID20013,136
vehID30049,103
vehID40048,159
vehID10030,76
vehID30046,102
vehID40046,156
vehID10029,75
vehID30045,97
vehID40062,156
vehID10038,187
vehID30037,96
vehID40056,151
vehID10039,67
vehID20015,121
vehID30029,97
vehID40050,152
vehID10037,65
vehID20016,125
vehID30044,96
vehID40039,146
vehID10040,178
vehID20017,118
vehID30047,86
vehID40036,148
vehID10041,176
vehID20018,117
vehID30051,85
vehID40047,148
vehID10036,176
vehID10043,173
vehID30031,82
vehID40044,139
vehID10042,172
vehID30042,86
vehID40038,137
vehID10047,172
vehID20019,111
vehID30039,86
vehID40057,135
vehID10048,178
vehID20020,106
vehID10044,169
vehID30033,84
vehID40055,133
vehID10046,168
vehID30040,72
vehID40064,137
vehID10045,166
vehID30035,69
vehID40065,135
vehID10049,167
vehID30032,68
vehID40035,135
vehID10051,164
vehID30041,75
vehID40059,136
vehID10054,164
vehID10056,165
vehID30066,61
vehID40061,119
vehID20021,92
vehID40041,133
vehID10050,162
vehID30070,60
vehID40049,116
vehID20022,86
vehID30028,185
vehID10055,162
vehID40063,119
vehID10052,152
vehID30069,61
vehID40058,112
vehID20023,85
vehID10057,152
vehID30048,51
vehID40045,110
vehID20024,86
vehID10053,151
vehID30064,51
vehID40053,113
vehID40052,107
vehID10063,149
vehID30065,52
vehID40037,117
vehID10059,149
vehID30071,47
vehID40054,103
vehID10061,145
vehID30072,46
vehID30068,46
vehID40043,104
vehID10058,145
vehID40042,100
vehID30053,43
vehID10064,137
vehID40051,108
vehID30055,45
vehID10060,143
vehID30063,37
vehID40034,96
vehID10062,148
vehID30052,156
vehID20026,58
vehID30058,38
vehID40060,232
vehID10068,135
vehID20025,57
vehID30062,156
vehID40089,93
vehID10066,133
vehID20027,59
vehID30054,149
vehID40082,93
vehID10069,137
vehID40078,94
vehID30060,147
vehID40069,85
vehID10070,137
vehID10065,127
vehID30059,145
vehID40071,221
vehID30057,147
vehID10067,251
vehID20028,46
vehID10072,123
vehID40088,89
vehID30067,144
vehID40085,80
vehID20029,46
vehID10074,127
vehID30061,139
vehID20031,46
vehID40077,78
vehID10075,244
vehID30056,144
vehID40076,77
vehID10071,123
vehID30078,138
vehID40073,206
vehID30075,141
vehID10073,243
vehID10076,243
vehID30074,141
vehID40067,203
vehID30084,130
vehID10078,118
vehID20030,39
vehID40072,70
vehID30076,134
vehID10080,230
vehID20033,165
vehID40084,201
vehID30079,127
vehID10077,239
vehID40074,194
vehID10079,230
vehID30090,130
vehID40081,189
vehID10082,235
vehID30092,122
vehID20032,156
vehID10081,227
vehID40092,192
vehID30093,128
vehID40087,194
vehID10086,232
vehID20035,157
vehID30082,123
vehID40091,189
vehID10088,224
vehID20034,153
vehID30085,123
vehID40093,183
vehID10084,229
vehID30073,123
vehID10085,224
vehID30083,123
vehID40079,181
vehID30091,120
vehID10083,227
vehID10087,228
vehID40090,178
vehID30081,120
vehID10090,220
vehID30087,123
vehID40075,180
vehID30086,105
vehID40086,174
vehID30089,111
vehID20037,136
vehID40068,175
vehID30080,101
vehID40083,175
vehID20036,136
vehID30077,117
vehID40066,165
vehID30088,98
vehID40080,168
vehID20038,131
vehID30103,101
vehID40070,164
vehID30102,94
vehID40106,164
vehID30109,104
vehID40119,162
vehID30097,104
vehID40102,162
vehID30101,87
vehID40107,157
vehID20039,117
vehID30105,102
vehID30098,103
vehID40121,158
vehID30108,218
vehID40112,152
vehID30104,92
vehID40117,149
vehID30096,78
vehID40122,151
vehID30107,87
vehID40110,155
vehID30111,73
vehID20040,103
vehID40116,282
vehID30095,80
vehID20041,100
vehID40109,138
vehID30100,202
vehID30110,68
vehID40111,136
vehID30099,76
vehID40105,134
vehID30106,72
vehID20042,93
vehID40108,132
vehID10094,160
vehID30094,61
vehID40118,133
vehID40114,130
vehID10092,157
vehID30122,191
vehID20043,85
vehID30129,58
vehID40095,129
vehID10091,157
vehID30124,68
vehID40120,128
vehID10093,157
vehID40113,261
vehID30118,54
vehID10089,153
vehID40096,124
vehID20044,77
vehID30123,184
vehID30114,176
vehID10100,157
vehID40097,122
vehID40104,257
vehID30121,49
vehID10099,149
vehID40101,256
vehID30117,171
vehID10096,148
vehID40094,245
vehID20046,68
vehID30120,176
vehID10097,149
vehID30126,47
vehID40099,113
vehID10095,142
vehID30113,168
vehID40115,243
vehID20045,65
vehID10098,143
vehID30127,172
vehID30128,42
vehID40123,250
vehID10102,138
vehID30112,156
vehID40098,242
vehID10101,143
vehID20049,59
vehID30116,159
vehID40103,236
vehID10103,142
vehID20048,58
vehID30125,151
vehID40136,240
vehID40100,232
vehID10104,140
vehID20047,55
vehID30115,161
vehID30119,148
vehID40134,238
vehID10106,129
vehID10105,127
vehID30142,147
vehID40141,229
vehID10107,251
vehID30140,148
vehID40150,234
vehID10108,127
vehID30137,143
vehID40144,230
vehID10109,126
vehID20050,46
vehID30138,152
vehID40147,223
vehID30141,142
vehID10110,243
vehID20051,39
vehID40138,219
vehID30144,142
vehID10111,122
vehID40132,218
vehID20052,37
vehID30145,140
vehID10112,238
vehID40133,226
vehID20053,36
vehID30134,138
vehID10113,230
vehID40149,212
vehID30139,140
vehID30143,143
vehID10114,239
vehID40127,211
vehID30136,143
vehID10116,228
vehID30135,129
vehID40146,207
vehID10115,228
vehID30146,127
vehID40137,213
vehID10117,230
vehID30131,136
vehID40140,204
vehID10118,231
vehID30132,125
vehID20055,154
vehID40124,216
vehID10120,222
vehID30133,122
vehID40139,197
vehID10119,228
vehID20054,145
vehID30153,121
vehID40129,198
vehID10121,218
vehID30130,126
vehID20057,147
vehID40125,195
vehID10122,220
vehID30148,115
vehID10123,224
vehID40135,195
vehID30162,122
vehID10124,217
vehID30159,113
vehID40130,201
vehID10125,224
vehID30156,115
vehID40128,188
vehID20056,136
vehID40145,187
vehID40148,186
vehID30155,119
vehID30164,119
vehID40131,187
vehID20058,135
vehID30157,106
vehID40143,319
vehID30151,117
vehID30163,108
vehID20059,129
vehID30149,234
vehID20061,129
vehID30150,108
vehID20060,128
vehID30161,97
vehID30147,103
vehID40126,306
vehID30152,93
vehID20063,120
vehID30154,223
vehID40142,167
vehID30158,93
vehID20064,112
vehID40172,165
vehID30160,97
vehID20062,114
vehID40157,296
vehID30169,218
vehID30173,87
vehID40160,161
vehID30165,92
vehID20065,117
vehID40158,155
vehID30170,83
vehID20067,105
vehID40159,294
vehID30171,201
vehID20068,104
vehID40173,154
vehID30174,200
vehID40165,151
vehID30176,204
vehID20066,104
vehID30167,75
vehID40170,275
vehID40166,274
vehID30172,74
vehID40171,273
vehID20070,97
vehID30175,193
vehID10126,162
vehID40152,279
vehID10127,163
vehID30168,70
vehID40153,267
vehID10128,159
vehID40156,268
vehID20071,91
vehID30177,189
vehID40151,274
vehID10129,158
vehID20069,91
vehID30166,178
vehID40169,262
vehID10130,157
vehID20072,90
vehID30178,186
vehID30189,190
vehID30191,182
vehID40175,260
vehID10133,154
vehID20078,89
vehID30185,174
vehID40163,263
vehID10132,153
vehID20076,80
vehID40154,264
vehID30179,184
vehID10134,150
vehID20075,84
vehID30187,177
vehID40155,268
vehID10131,149
vehID20077,76
vehID30188,175
vehID40167,258
vehID40168,260
vehID40164,261
vehID10135,149
vehID20074,75
vehID30182,166
vehID30190,168
vehID40174,250
vehID10137,142
vehID20073,75
vehID30181,170
vehID40161,251
vehID10136,145
vehID20082,76
vehID30180,169
vehID40162,256
vehID30186,174
vehID10138,143
vehID20079,71
vehID30192,175
vehID40177,246
vehID30184,166
vehID10142,136
vehID20080,196
vehID40195,252
vehID10143,139
vehID20081,196
vehID40194,251
vehID30183,158
vehID10140,135
vehID20083,187
vehID30206,162
vehID40188,252
vehID10139,131
vehID30199,154
vehID40180,239
vehID40182,236
vehID10144,130
vehID20084,188
vehID40184,371
vehID30205,153
vehID10141,128
vehID40187,233
vehID20085,187
vehID30207,152
vehID40191,235
vehID10147,126
vehID40190,232
vehID30195,153
vehID40183,229
vehID10146,249
vehID20086,181
vehID40186,230
vehID30202,152
vehID40176,230
vehID10149,241
vehID20088,178
vehID30193,145
vehID10145,243
vehID20089,178
vehID30201,147
vehID10150,236
vehID20087,173
vehID30198,143
vehID10148,239
vehID30204,143
vehID20093,172
vehID10152,234
vehID30196,138
vehID10153,235
vehID20090,170
vehID30203,139
vehID10151,230
vehID20091,165
vehID30194,133
vehID10156,237
vehID30200,132
vehID10154,230
vehID20092,164
vehID30197,135
vehID30214,132
vehID10155,230
vehID20094,163
vehID30210,126
vehID10159,228
vehID10162,229
vehID30216,127
vehID10157,228
vehID30212,123
vehID10161,225
vehID20095,154
vehID30213,123
vehID30217,122
vehID20097,152
vehID30209,122
vehID20096,150
vehID30215,116
vehID20101,149
vehID30211,117
vehID20100,148
vehID30218,112
vehID20099,145
vehID30208,117
vehID30220,112
vehID20098,142
vehID30227,111
vehID30226,223
vehID30222,101
vehID20105,134
vehID30219,221
vehID40192,298
vehID20103,131
vehID30221,223
vehID40181,165
vehID30223,224
vehID20104,131
vehID30224,94
vehID40178,164
vehID20102,129
vehID30225,221
vehID40189,160
vehID20108,256
vehID30228,214
vehID40185,159
vehID20109,251
vehID30235,90
vehID40193,156
vehID20106,252
vehID30236,206
vehID40179,285
vehID30231,203
vehID20107,246
vehID40196,279
vehID30229,213
vehID40197,151
vehID20111,247
vehID30233,203
vehID40208,283
vehID30232,211
vehID30234,212
vehID30230,192
vehID40205,275
vehID10158,169
vehID10160,170
vehID30240,197
vehID40199,266
vehID20112,237
vehID10169,167
vehID30239,190
vehID40202,277
vehID20110,237
vehID10171,167
vehID30241,193
vehID40206,268
vehID20113,234
vehID10168,164
vehID30237,188
vehID30242,189
vehID40198,266
vehID20115,233
vehID10165,161
vehID30238,190
vehID40212,265
vehID30244,189
vehID40215,269
vehID10163,159
vehID20116,231
vehID20114,232
vehID40214,260
vehID10170,155
vehID40201,265
vehID10164,155
vehID20117,222
vehID40210,256
vehID10167,154
vehID40204,261
vehID10166,152
vehID20120,219
vehID40213,249
vehID10175,151
vehID20118,215
vehID40207,257
vehID10177,148
vehID20119,216
vehID40211,246
vehID10172,149
vehID20122,215
vehID40222,242
vehID10176,147
vehID40203,245
vehID10174,145
vehID30246,159
vehID20121,212
vehID40209,238
vehID10173,138
vehID30243,171
vehID30245,158
vehID40216,242
vehID20124,205
vehID10183,139
vehID30247,153
vehID40200,243
vehID20123,205
vehID10178,133
vehID30248,154
vehID40228,230
vehID40224,233
vehID10179,250
vehID30249,160
vehID40220,229
vehID30254,161
vehID20125,199
vehID40227,228
vehID10180,246
vehID30250,151
vehID40217,227
vehID10182,246
vehID30253,148
vehID20126,201
vehID40219,227
vehID10181,243
vehID30252,142
vehID40230,223
vehID40225,231
vehID20127,193
vehID10184,242
vehID30256,141
vehID40223,223
vehID20130,192
vehID10189,242
vehID30251,143
vehID10188,235
vehID30255,146
vehID30259,141
vehID10191,236
vehID20129,185
vehID30258,133
vehID10187,233
vehID10190,236
vehID20128,184
vehID30260,131
vehID10186,234
vehID20133,305
vehID30262,134
vehID10185,228
vehID30257,137
vehID10196,232
vehID30261,134
vehID20131,301
vehID10199,226
vehID30263,123
vehID10195,229
vehID20132,302
vehID30264,122
vehID10194,225
vehID30267,128
vehID10198,225
vehID20137,292
vehID20135,296
vehID30265,126
vehID30266,117
vehID20134,289
vehID30269,127
vehID30268,123
vehID30271,242
vehID30270,241
vehID20138,289
vehID30272,241
vehID20136,288
vehID30276,105
vehID20141,280
vehID40226,177
vehID30275,104
vehID40218,175
vehID20139,284
vehID30278,231
vehID30273,105
vehID20142,276
vehID30274,232
vehID40221,296
vehID20140,271
vehID30281,226
vehID40231,162
vehID30277,98
vehID20143,269
vehID40245,164
vehID30279,222
vehID20146,271
vehID30280,221
vehID40229,159
vehID20145,266
vehID30282,93
vehID40239,157
vehID20144,266
vehID30283,219
vehID40240,156
vehID30287,220
vehID40244,285
vehID20148,265
vehID30288,203
vehID40246,287
vehID40236,151
vehID20149,257
vehID30285,209
vehID20150,263
vehID40248,280
vehID30284,209
vehID40241,278
vehID20147,255
vehID40243,276
vehID30286,207
vehID40238,270
vehID20151,256
vehID30289,193
vehID10192,163
vehID20153,252
vehID30292,203
vehID40237,268
vehID10193,162
vehID20152,252
vehID30290,200
vehID40233,271
vehID10197,158
vehID20156,252
vehID30293,200
vehID30291,187
vehID40232,266
vehID30299,201
vehID40242,258
vehID10202,157
vehID20155,243
vehID20154,246
vehID30298,186
vehID40247,257
vehID10204,157
vehID30297,199
vehID30295,187
vehID40234,262
vehID10206,154
vehID30296,191
vehID40249,258
vehID10201,147
vehID40235,261
vehID40258,258
vehID10205,150
vehID40250,257
vehID10200,144
vehID40265,244
vehID10203,146
vehID40261,257
vehID10207,142
vehID40253,256
vehID30294,182
vehID10212,142
vehID40264,238
vehID10213,138
vehID40257,240
vehID10211,141
vehID40251,243
vehID40252,250
vehID10208,140
vehID30304,171
vehID10217,137
vehID40262,249
vehID30302,160
vehID10210,141
vehID30300,167
vehID40260,229
vehID40255,230
vehID10214,130
vehID30301,166
vehID30303,169
vehID40256,234
vehID10209,128
vehID30307,164
vehID40259,228
vehID30306,168
vehID10215,247
vehID30305,151
vehID40263,231
vehID40254,226
vehID10218,241
vehID30308,150
vehID40274,231
vehID40271,224
vehID10216,245
vehID30309,149
vehID40266,360
vehID10219,238
vehID30310,156
vehID10221,237
vehID30314,145
vehID10223,233
vehID30312,153
vehID30313,143
vehID10220,235
vehID10228,237
vehID30311,147
vehID10230,229
vehID30317,148
vehID30319,137
vehID10224,228
vehID30315,142
vehID10227,230
vehID10222,223
vehID30316,133
vehID20160,303
vehID10225,230
vehID30318,259
vehID30320,137
vehID20158,169
vehID10229,221
vehID20159,297
vehID30323,128
vehID20161,300
vehID30324,251
vehID20157,300
vehID30326,124
vehID20163,298
vehID30325,250
vehID20166,290
vehID20162,296
vehID30327,245
vehID20165,296
vehID30322,116
vehID20168,292
vehID30321,244
vehID20167,292
vehID30338,112
vehID20164,291
vehID30341,237
vehID30335,238
vehID20170,290
vehID30334,232
vehID30329,236
vehID20173,284
vehID40280,302
vehID20175,282
vehID30343,102
vehID40273,162
vehID20171,284
vehID30332,101
vehID20177,279
vehID30330,230
vehID40270,297
vehID20176,280
vehID40269,158
vehID30328,214
vehID20174,278
vehID40276,295
vehID20169,279
vehID30333,216
vehID40272,154
vehID20172,278
vehID30336,219
vehID40268,151
vehID20181,276
vehID30337,215
vehID20183,276
vehID30340,215
vehID30339,217
vehID40275,279
vehID10226,171
vehID20184,271
vehID30342,217
vehID40267,147
vehID20178,395
vehID30331,199
vehID40278,283
vehID30350,201
vehID40279,283
vehID40277,269
vehID10236,164
vehID40281,136
vehID10231,159
vehID40282,265
vehID10232,158
vehID40288,257
vehID10238,150
vehID40290,260
vehID40293,262
vehID10241,150
vehID40287,266
vehID10242,149
vehID40283,250
vehID10237,147
vehID40292,250
vehID10233,147
vehID40284,248
vehID10234,143
vehID40289,249
vehID10239,142
vehID40286,250
vehID40285,253
vehID10240,141
vehID40294,241
vehID10235,139
vehID40295,251
vehID10254,136
vehID40291,248
vehID10250,136
vehID40302,250
vehID30352,169
vehID10255,137
vehID40301,240
vehID10253,130
vehID30345,166
vehID40307,228
vehID10244,131
vehID30348,153
vehID40296,235
vehID10251,133
vehID30354,162
vehID40304,223
vehID10245,125
vehID30357,150
vehID40303,232
vehID30355,161
vehID10247,124
vehID40300,220
vehID30353,142
vehID10248,237
vehID40309,366
vehID30344,148
vehID10243,121
vehID30347,138
vehID40297,362
vehID10249,237
vehID30356,136
vehID40305,221
vehID40308,212
vehID10252,230
vehID40298,220
vehID30358,137
vehID10246,232
vehID40299,213
vehID30346,145
vehID40310,357
vehID10260,229
vehID30349,134
vehID10258,228
vehID30351,131
vehID10256,225
vehID30367,130
vehID10257,224
vehID20179,179
vehID30362,126
vehID10269,225
vehID10263,220
vehID30371,132
vehID20180,301
vehID10259,223
vehID30366,123
vehID10270,217
vehID20182,301
vehID30364,121
vehID10265,216
vehID20186,297
vehID30372,121
vehID10267,214
vehID30365,117
vehID10264,213
vehID20189,298
vehID30360,126
vehID20191,292
vehID30369,114
vehID20185,294
vehID30359,109
vehID20187,288
vehID30363,112
vehID20190,289
vehID30361,115
vehID20188,284
vehID30370,104
vehID20192,286
vehID30368,101
vehID20196,279
vehID30373,104
vehID40306,175
vehID30383,222
vehID40316,161
vehID20194,283
vehID30382,223
vehID40319,159
vehID20198,276
vehID20193,277
vehID30377,93
vehID40312,296
vehID20195,278
vehID40320,158
vehID30376,91
vehID20197,276
vehID40318,157
vehID20202,275
vehID30379,96
vehID30381,211
vehID30375,88
vehID40314,300
vehID20204,274
vehID30374,212
vehID40311,289
vehID20201,273
vehID30378,84
vehID40321,149
vehID20200,270
vehID30380,206
vehID40315,293
vehID20205,272
vehID30384,207
vehID40317,282
vehID20199,265
vehID30400,204
vehID20206,271
vehID30397,77
vehID40323,285
vehID20208,261
vehID30387,202
vehID20203,262
vehID30390,200
vehID40313,139
vehID10268,161
vehID20209,388
vehID30393,200
vehID40328,283
vehID10262,159
vehID30394,189
vehID40322,265
vehID10261,157
vehID30396,196
vehID40327,269
vehID10278,154
vehID30398,196
vehID40325,261
vehID10277,152
vehID30392,180
vehID40330,264
vehID40331,271
vehID30385,193
vehID10266,151
vehID40329,263
vehID30388,179
vehID10275,150
vehID30399,177
vehID40326,253
vehID10273,144
vehID30389,179
vehID40324,265
vehID30386,174
vehID10276,144
vehID30395,183
vehID40338,258
vehID10272,148
vehID40339,250
vehID10286,142
vehID40332,256
vehID10284,144
vehID40337,245
vehID10281,134
vehID40335,251
vehID10279,138
vehID40340,244
vehID10285,134
vehID30391,169
vehID40334,238
